Timestamp,What is your gender?,What is your marital status?,Have you ever failed an academic course/module at university?,"How satisfied are you with your learning environment at the Faculty?
",Are you satisfied with your home environment for studying?,What is your Age?,What is your Academic Year?,What is your degree programme.,Competition with my peers for grades is quite intense,I feel my lecturers are very strict and often point out mistakes in my work,My lecturers expect more from me than I can realistically do.,The unrealistic expectations of my parents stress me out.,"The time allocated for lectures, laboratory sessions, and independent study is enough for me to manage my academic workload effectively.  ",The size of the curriculum (workload) is excessive.,I believe that the amount of work assignments is too much.,I am unable to catch up if I fall behind in my work.,I have enough time to relax after completing my academic work. ,The examination questions are usually difficult.,The allocated examination duration is too short for me to complete my answers properly.,Examination periods are very stressful to me.,I am confident that I will be a successful student. ,I am confident that I will be successful in my future career. ,I find it easy to make academic decisions. ,I fear failing courses/modules this year.,I think that my worry about examinations is weakness of character.,"Even if I pass my exams, I am worried about getting a job"
3/19/2026 11:29:46,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4
3/19/2026 11:29:47,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:29:49,Female,• Single,• Never,Very satisfied,• No,• 22–23,• Year 2,,1,2,3,1,2,1,3,2,2,3,2,3,2,3,2,2,3,3
3/19/2026 11:29:50,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:29:50,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,2,4,4,2,3,4,3,2,2,4,2,2,2,3,3,2,2
3/19/2026 11:29:50,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 2,,2,3,4,3,3,3,2,5,5,1,4,2,1,5,2,4,3,2
3/19/2026 11:29:51,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,4,3,2,2,4,2,3,2,4,2,4,1,2,2,3,1,1,3
3/19/2026 11:29:52,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,5,5,5,4,2,2,3,5,4,3,2,1,1,1,3,2,5
3/19/2026 11:29:53,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,3,4,5,2,3,3,2,4,2,2,2,2,2,3,2,3,4
3/19/2026 11:29:53,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,4,4,4,3,2,3,2,2,2,3,3,3,3,3,3,3,3
3/19/2026 11:29:54,Female,• Single,• Never,Dissatisfied,• Yes,• 20–21,• Year 2,,3,4,5,1,4,1,1,3,3,1,1,1,1,1,1,1,1,1
3/19/2026 11:29:55,Male,• Single,• Never,Dissatisfied,• Yes,• 22–23,• Year 2,,4,4,2,2,2,2,3,3,2,3,4,2,1,3,3,4,2,2
3/19/2026 11:29:56,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:29:56,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,4,4,3
3/19/2026 11:29:57,Female,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 2,,1,4,3,2,3,3,4,3,3,3,3,3,4,3,3,3,3,2
3/19/2026 11:29:58,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:29:59,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,5,5,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3
3/19/2026 11:30:00,Male,• Single,• Never,Dissatisfied,• Yes,• 20–21,• Year 2,,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5
3/19/2026 11:30:00,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 1,,2,3,3,4,3,2,2,2,2,3,3,2,2,3,3,3,2,2
3/19/2026 11:30:00,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,4,4,3,5,4,2,2,3,4,3,2,2,3,2,2,2,4,3
3/19/2026 11:30:03,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,2,3,2,2,2,2,2,2,1,1,1,1,2,2,3,2,2
3/19/2026 11:30:03,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,3,2,2,4,1,2,3,2,2,2,1,3,3,3,2,1,1
3/19/2026 11:30:04,Female,• Single,• Never,Dissatisfied,• Yes,• 20–21,• Year 2,,4,4,4,4,2,2,3,3,2,2,2,4,2,3,4,4,2,3
3/19/2026 11:30:04,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:30:06,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,3,3,5,4,1,2,4,5,1,3,1,1,1,3,4,5,5
3/19/2026 11:30:06,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,3,2,3,2,3,1,4,5,2,3,2,3,2,2,2,2,2,2
3/19/2026 11:30:07,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,1,5,1,5,3,2,2,4,2,1,5,3,1,1,2,3,1,5
3/19/2026 11:30:08,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,4,3,3,1,2,3,3,3,3,3,3,2,2,3,3,3,3
3/19/2026 11:30:08,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 2,,2,4,3,2,1,3,2,5,3,2,2,4,1,2,2,5,2,2
3/19/2026 11:30:09,Male,• Single,• Never,Satisfied,• No,• 22–23,• Year 2,,3,2,4,4,3,2,2,3,3,2,2,1,3,3,3,3,3,3
3/19/2026 11:30:09,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,2,2,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3
3/19/2026 11:30:11,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,4,4,4,3,3,2,2,2,3,3,3,2,2,2,3,3,4
3/19/2026 11:30:11,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 2,,3,3,4,2,5,1,1,3,3,3,3,3,2,1,3,1,3,5
3/19/2026 11:30:11,Female,• Single,• Never,Satisfied,• No,• 22–23,• Year 2,,3,3,2,3,3,3,3,3,1,2,2,1,2,1,1,2,2,2
3/19/2026 11:30:12,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:30:13,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,2,3,4,3,3,3,2,2,1,2,4,2,2,2,3,2,2
3/19/2026 11:30:14,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,4,4,4,3,3,3,4,3,3,3,3,1,1,3,3,3,3
3/19/2026 11:30:23,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,3,5,3,5,3,4,2,3,3,3,3,1,3,3,3,3,3,3
3/19/2026 11:30:22,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:30:24,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 2,,4,4,2,4,4,2,2,2,2,4,3,3,3,2,1,3,3,2
3/19/2026 11:30:26,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,3,3,2,2,1,1,1,1,1,1,1,3,3,1,3,3,3
3/19/2026 11:30:29,Female,• Single,• Never,Satisfied,• No,• 22–23,• Year 2,,3,5,2,3,2,2,3,3,4,3,3,1,1,1,2,4,3,2
3/19/2026 11:30:30,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,3,4,5,2,2,4,4,2,2,2,3,2,2,2,4,3,4
3/19/2026 11:30:31,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,3,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2
3/19/2026 11:30:34,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3
3/19/2026 11:30:36,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:30:37,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,5,5,5,2,3,2,3,3,3,4,2,2,2,3,4,4,2
3/19/2026 11:30:44,Female,• Single,• Never,Dissatisfied,• Yes,• 20–21,• Year 2,,5,3,5,3,3,1,1,1,1,1,1,1,3,3,4,3,4,3
3/19/2026 11:30:45,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,4,4,3,4,2,3,2,4,2,3,4,2,2,2,3,3,4,2
3/19/2026 11:30:45,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,3,4,5,3,1,1,3,5,2,3,1,3,4,3,3,3,3
3/19/2026 11:30:46,Female,• Single,• Once or twice,Very satisfied,• Yes,• 22–23,• Year 2,,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
3/19/2026 11:30:47,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,3,2,4,2,1,3,2,4,2,2,2,2,2,1,3,2,2
3/19/2026 11:30:52,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,4,4,4,5,2,3,1,4,2,2,2,2,1,1,2,3,2,3
3/19/2026 11:31:08,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,4,3,2,2,2,3,3,3,2,3,3,3,2,2,3,3,4
3/19/2026 11:31:28,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,4,3,3,3,4,3,3,4,3,3,2,3,4,3,3
3/19/2026 11:31:50,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,4,3,5,3,2,3,4,5,3,4,4,1,1,3,4,5,3
3/19/2026 11:32:11,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,4,4,4,4,2,4,3,4,2,3,3,3,1,1,2,4,3,4
3/19/2026 11:32:26,Male,• Single,• Three or more times,Dissatisfied,• No,• 20–21,• Year 2,,4,4,3,4,2,2,2,2,4,3,3,1,1,1,4,3,2,2
3/19/2026 11:32:31,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 2,,3,4,2,3,4,3,3,5,4,4,3,1,3,2,3,2,3,4
3/19/2026 11:32:38,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,4,4,4,5,2,3,1,3,3,1,3,3,3,2,3,3,3,3
3/19/2026 11:33:17,Male,• Single,• Never,Dissatisfied,• Yes,• 22–23,• Year 2,,4,2,2,3,4,2,2,2,4,2,2,1,3,2,4,3,4,3
3/19/2026 11:34:07,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,2,3,2,2,4,4,2,2,3,3,3,3,4,2,2,2,2
3/19/2026 11:35:44,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,4,4,4,2,3,3,3,3,2,2,2,3,3,3,3,3,3
3/19/2026 11:42:19,Female,• Single,• Once or twice,Very satisfied,• Yes,• 20–21,• Year 2,,3,2,2,4,1,2,2,3,2,3,4,3,2,2,2,2,2,2
3/19/2026 11:42:25,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,5,5,5,4,2,2,4,4,2,3,2,3,2,2,3,2,3
3/19/2026 11:43:15,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,3,1,3,2,2,2,4,2,3,1,2,2,3,2,5,5
3/19/2026 11:45:10,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 2,,2,5,4,2,3,2,2,3,2,2,2,3,2,3,4,2,2,2
3/19/2026 11:49:24,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,3,4,1,2,2,2,3,4,2,2,2,3,2,3,2,3,2
3/19/2026 11:50:23,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,2,5,1,3,2,2,2,4,2,2,1,2,3,3,4,4,2
3/19/2026 11:55:18,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,1,3,3,5,3,3,2,3,4,2,4,1,3,5,4,3,3
3/19/2026 11:55:28,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:55:44,Female,• Single,• Never,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,2,1,2,3,3,3,2,3,3,2,3,3,3,2,2,2
3/19/2026 11:55:49,Male,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,1,1,1,3,3,1,2,3,4,1,4,2,2,1,1,2,2,1
3/19/2026 11:55:49,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,1,3,3,5,2,4,4,4,2,2,1,1,1,1,3,3,4,3
3/19/2026 11:55:51,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,3,2,4,3,3,2,2,2,2,1,2,2,2,3,3,3
3/19/2026 11:56:09,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,2,3,1,2,2,3,3,4,5,3,2,2,3,4,5,3
3/19/2026 11:56:16,Female,• Single,• Never,Very satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,2,5,2,2,3,4,2,3,1,1,2,2,2,3,2,2
3/19/2026 11:56:20,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,4,3,2,2,2,2,4,4,3,1,1,1,1,2,5,2,4
3/19/2026 11:56:21,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,3,3,5,3,2,2,2,3,2,2,1,3,3,3,2,2,1
3/19/2026 11:56:24,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,1,3,3,3,3,3,3,3,2,2,3,2,5,5,4,4,3,2
3/19/2026 11:56:25,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,2,3
3/19/2026 11:56:27,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,5,5,4,3,4,3,5,2,2,2,4,2,3,5,1,2,5
3/19/2026 11:56:40,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,2,3,3,2,4,3,4,2,1,4,4,1,1,2,3,4,2
3/19/2026 11:56:41,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,2,2,4,3,2,2,3,3,1,1,1,2,2,3,3,3,3
3/19/2026 11:56:55,Male,• Single,• Three or more times,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:56:56,Female,• Single,• Once or twice,Dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,1,3,1,1,3,5,1,1,1,4,3,3,1,1,3
3/19/2026 11:56:59,Female,• Single,• Never,Very satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:57:01,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:57:05,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,2,3,3,4,4,3,3,4,4,4,4,4,4,4,3,3,3
3/19/2026 11:57:05,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,2,2,3,3,2,2,2,4,2,2,2,2,2,3,3,2,2
3/19/2026 11:57:20,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,3,2,2,2,2,4,2,3,1,3,3,3,4,3,3
3/19/2026 11:57:23,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3
3/19/2026 11:57:43,Female,• Single,• Never,Dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,4,2,3,5,3,2,4,3,3,3,3,2,3,3,2,3,2
3/19/2026 11:57:43,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Marketing,2,4,3,4,2,3,3,4,4,3,3,3,3,2,2,3,2,2
3/19/2026 11:57:51,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,4
3/19/2026 11:58:01,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,4,3,5,3,3,2,4,3,3,2,3,1,1,2,1,2,1
3/19/2026 11:58:01,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,5,2,3,3,4,2,3,3,4,1,1,2,4,3,4
3/19/2026 11:58:05,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,2,3,3
3/19/2026 11:58:07,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,1,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:58:17,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 11:58:22,Male,• Single,• Never,Dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,5,3,3,1,5,1,3,3,5,1,3,3,1,1,3,2,3,3
3/19/2026 11:58:24,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,4,2,2,1,2,1,3,2,1,2,2,2,2,2,4,2,3
3/19/2026 11:58:25,Male,• Single,• Never,Very dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,2,1,4,2,3,1,2,4,2,3,1,2,3,2,3,3,3
3/19/2026 11:58:26,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,3,4,3,3,2,2,3,3,2,3,3,1,1,3,4,1,5
3/19/2026 11:58:30,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,2,3,2,3,3,2,2,3,3,3,4,3,3,4,3,2
3/19/2026 11:58:34,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,3,1,2,2,3,3,3,3,3,2,2,1,2,1,3,4
3/19/2026 11:58:38,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,4,2,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2
3/19/2026 11:58:55,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,5,4,2,2,2,4,2,2,1,2,2,3,1,3,4
3/19/2026 11:58:59,Female,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,2,4,2,2,3,3,4,1,2,2,2,2,3,3,3,3
3/19/2026 11:59:00,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,5,4,2,2,2,4,1,2,1,2,2,2,2,2,1
3/19/2026 11:59:01,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,3,5,5,4,3,4,3,1,1,2,2,2,4,3,2,3
3/19/2026 11:59:01,Male,• Single,• Never,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,2,2,2,2,2,2,4,2,2,3,1,2,1,2,3,2,2
3/19/2026 11:59:06,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,4,4,2,4,4,4,3,2,2,3,2,2,2,3,3,4
3/19/2026 11:59:18,Male,• Single,• Once or twice,Very satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,5,3,5,2,5,4,4,2,3,2,2,2,2,2,4,3,4
3/19/2026 11:59:22,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,4,4,4,2,4,4,3,3,2,3,1,1,2,3,3,3
3/19/2026 11:59:36,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,4,4,4,2,2,3,4,2,3,3,2,2,1,2,4,3,2
3/19/2026 11:59:37,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,4,3,4,4,2,1,2,2,2,2,2,2,3,2,2,2,2,4
3/19/2026 11:59:49,Male,• Single,• Three or more times,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Marketing,3,4,4,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2
3/19/2026 11:59:57,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,5,5,5,1,4,4,3,3,3,4,1,2,2,2,3,4,3
3/19/2026 12:00:13,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,4,5,3,3,3,3,3,3,3,2,3,3,3,2,3,4
3/19/2026 12:00:42,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,4,5,4,3,3,3,4,2,3,2,3,3,3,2,2,3
3/19/2026 12:00:50,Male,• Married,• Three or more times,Very dissatisfied,• No,• 22–23,• Year 2,,3,3,1,5,1,1,1,1,5,1,1,1,3,1,3,1,3,5
3/19/2026 12:01:52,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,4,4,4,5,1,3,3,4,2,4,1,1,1,1,2,2,2,2
3/19/2026 12:03:23,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,2,3,2,2,4,3,2,2,3,2,4,1,4,3,4,1,2,1
3/19/2026 12:03:26,Male,• Single,• Never,Very satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Marketing,2,2,2,3,2,3,2,3,2,3,2,3,2,1,2,2,3,3
3/19/2026 12:04:21,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Marketing,3,4,2,2,2,2,2,4,2,2,2,2,2,2,3,3,3,2
3/19/2026 12:04:32,Female,• Single,• Three or more times,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/19/2026 12:05:47,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,4,5,3,2,2,3,3,3,2,2,3,3,3,2,3,2
3/19/2026 12:07:15,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,4,4,3,5,5,1,1,3,3,2,3,2,3,3,2,3,4,4
3/19/2026 12:07:20,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 22–23,• Year 2,,1,4,4,2,4,3,3,3,4,2,2,2,4,5,5,1,1,1
3/19/2026 12:11:24,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,3,3,3,3,3,2,3,4,2,2,3,2,2,4,2,3,2
3/19/2026 12:17:50,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,1,4,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3
3/19/2026 13:42:48,Male,• Married,• Once or twice,Very satisfied,• Yes,• 22–23,• Year 2,,2,3,4,5,3,3,2,1,3,2,3,3,3,3,4,2,2,2
3/19/2026 13:47:37,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/20/2026 10:02:33,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,4,5,3,3,2,3,3,4,2,3,1,2,2,2,3,3,3
3/20/2026 12:28:35,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,3,4,2,2,3,3,3,4,3,4,2,2,2,3,4,4,4
3/20/2026 12:29:24,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,5,5,2,3,3,3,2,4,3,3,2,3,3,3,3,3,2
3/20/2026 12:30:57,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,2,3,2,2,3,4,2,4,2,2,2,4,2,2,2
3/20/2026 12:31:49,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,5,2,3,2,2,4,4,2,2,2,4,4,5,2,2,1
3/20/2026 12:32:35,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,1,5,4,5,3,2,2,2,4,2,2,2,2,2,3,2,4,2
3/20/2026 12:33:52,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,1,5,5,1,3,3,4,5,1,5,5,5,1,1,1,5,5,5
3/20/2026 12:37:14,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,4,1,3,2,2,2,4,2,3,2,2,2,2,2,2,2
3/20/2026 12:41:33,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,5,2,2,2,2,3,3,3,3,3
3/20/2026 12:42:32,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,1,5,5,2,4,2,3,2,5,2,2,2,4,2,2,2,3,5
