Timestamp,What is your gender?,What is your marital status?,Have you ever failed an academic course/module at university?,"How satisfied are you with your learning environment at the Faculty?
",Are you satisfied with your home environment for studying?,What is your Age?,What is your Academic Year?,What is your degree programme.,Competition with my peers for grades is quite intense,I feel my lecturers are very strict and often point out mistakes in my work,My lecturers expect more from me than I can realistically do.,The unrealistic expectations of my parents stress me out.,"The time allocated for lectures, laboratory sessions, and independent study is enough for me to manage my academic workload effectively.  ",The size of the curriculum (workload) is excessive.,I believe that the amount of work assignments is too much.,I am unable to catch up if I fall behind in my work.,I have enough time to relax after completing my academic work. ,The examination questions are usually difficult.,The allocated examination duration is too short for me to complete my answers properly.,Examination periods are very stressful to me.,I am confident that I will be a successful student. ,I am confident that I will be successful in my future career. ,I find it easy to make academic decisions. ,I fear failing courses/modules this year.,I think that my worry about examinations is weakness of character.,"Even if I pass my exams, I am worried about getting a job"
2/10/2026 16:04:55,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 2,,3,4,4,5,2,3,3,3,3,3,3,3,3,3,3,4,3,3
2/10/2026 16:04:59,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 1,,3,4,5,5,4,2,2,3,3,3,3,2,1,1,2,3,4,3
2/10/2026 16:05:33,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 2,,2,4,2,4,1,1,2,2,2,2,2,2,1,1,1,3,3,3
2/10/2026 16:30:23,Male,• Single,• Never,Dissatisfied,• Yes,• 22–23,• Year 2,,3,4,4,5,4,4,4,4,5,2,5,1,1,1,3,2,3,1
2/10/2026 16:32:58,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Business Economics,2,2,2,4,3,1,1,1,1,1,2,1,2,2,3,1,1,3
2/10/2026 16:56:32,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,3,2,4,2,1,1,1,3,1,2,1,3,3,3,3,1,1
2/10/2026 17:08:00,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 1,,4,4,4,4,2,2,4,4,5,2,3,3,2,2,5,5,5,4
2/10/2026 17:09:18,Male,• Married,• Once or twice,Very satisfied,• Yes,• Above 25,• Year 4,B.B.A. (Hons) in Finance,2,2,2,5,2,3,4,1,1,1,2,2,2,1,2,2,2,1
2/10/2026 17:10:40,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 1,,3,4,4,4,2,2,2,2,2,2,2,2,4,5,1,1,1,1
2/10/2026 17:20:06,Female,• Single,• Never,Dissatisfied,• Yes,• 22–23,• Year 2,,1,3,1,3,4,1,1,1,5,1,3,1,1,1,3,3,3,1
2/10/2026 18:07:11,Female,• Single,• Never,Very satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Business Economics,2,2,1,1,1,1,3,3,3,3,1,5,1,1,3,3,3,3
2/11/2026 19:42:31,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 2,,3,4,3,5,4,2,2,2,3,3,3,1,2,3,3,1,2,1
2/12/2026 13:08:22,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 13:08:59,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,3,3,2,2,4,3,2,5,4,1,2,3,3,3,4,2,2
2/12/2026 13:10:21,Male,• Single,• Never,Satisfied,• No,• 20–21,• Year 2,,2,3,2,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 13:10:40,Male,• Single,• Never,Satisfied,• No,• 22–23,• Year 2,,3,3,2,3,4,4,1,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 13:11:41,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 13:11:54,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,3,3,3,3,3,3,3,4,3,2,3,2,3,3,3,3,3,3
2/12/2026 13:12:11,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,2,3,3,4,1,1,2,2,4,1,2,1,2,2,3,4,3,3
2/12/2026 13:12:19,Female,• Single,• Never,Very satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Finance,2,4,2,1,2,1,1,1,5,1,1,1,2,2,2,1,1,1
2/12/2026 13:13:21,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,3,5,2,3,3,2,3,4,4,2,2,2,4,3,4,2,2,2
2/12/2026 13:18:10,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,4,4,2,4,2,3,3,3,2,2,3,2,2,2,3,2,3,2
2/12/2026 15:06:57,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in International Business,5,3,1,5,3,2,1,3,3,2,4,1,3,3,4,1,5,1
2/12/2026 15:07:02,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in International Business,5,3,1,5,3,2,2,3,3,2,4,2,3,3,4,2,4,1
2/12/2026 15:07:40,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 15:08:11,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,1,1,2,3,1,3,2,2,1,1,1,1,2,3,2,3,3,2
2/12/2026 15:09:00,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,2,2,4,2,2,2,2,2,1,1,1,2,2,2,2,2,1
2/12/2026 15:09:08,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,3,5,3,3,2,1,2,3,3,2,3,3,3,3,3,3
2/12/2026 15:09:44,Female,• Single,• Once or twice,Very satisfied,• Yes,• 20–21,• Year 1,,4,5,4,5,2,3,2,5,2,3,3,3,1,1,3,3,3,3
2/12/2026 15:11:10,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in International Business,3,3,4,2,3,1,2,3,4,2,1,2,4,1,3,1,5,2
2/12/2026 15:11:18,Male,• Divorced,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,2,1,1,4,3,1,3,3,3,2,2,2,2,2,2,2
2/12/2026 15:11:38,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in International Business,4,3,3,5,2,3,3,2,3,2,1,1,3,3,3,2,3,2
2/12/2026 15:11:39,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 15:11:41,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,3,3,3,2,1,1,2,1,4,4,4,4,2,5,2,3
2/12/2026 15:12:06,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2/12/2026 15:12:16,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,3,3,5,1,3,2,2,3,1,1,2,4,1,3,2,3,1
2/12/2026 15:12:31,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Business Economics,2,2,2,3,3,2,3,3,4,3,3,1,2,3,3,3,4,3
2/12/2026 15:12:31,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/12/2026 15:12:34,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,1,3,2,3,3,5,5,5,4,1,4,3,4,5,2,1,1
2/12/2026 15:12:36,Male,• Single,• Three or more times,Very satisfied,• Yes,• 20–21,• Year 1,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,4
2/12/2026 15:12:37,Male,• Single,• Never,Very satisfied,• No,• 20–21,• Year 1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/12/2026 15:13:13,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2
2/12/2026 15:13:18,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,2,3,2,2,1,2,3,1,3,2,2,3,4,2,2,1,2
2/12/2026 15:13:32,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,3,3,2,2,2,2,3,1,2,2,2,2,3,2,2,3
2/12/2026 15:13:32,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,3,3,2,3,2,2,1,1,2,2,1,1,1,2,2
2/12/2026 15:13:41,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,3,5,3,5,3,2,3,3,2,3,1,1,4,3,3,2,1,1
2/12/2026 15:14:24,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3
2/12/2026 15:14:37,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,2,3,3,1,2,3,2,1,1,1,2,1,2,2,2,2
2/12/2026 15:23:05,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,3,4,3,3,2,2,3,2,2,1,2,2,2,3,1,3
2/13/2026 15:14:09,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,3,3,3,4,3,2,3,2,2,3,4,3,2,2,1,2,4,2
2/16/2026 12:03:15,Male,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 1,,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4
2/16/2026 12:03:42,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,2,2,3,5,5,3,2,2,1,2,1,2,3,4,4,4
2/16/2026 12:03:45,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,5,5,5,3,3,3,3,3,3,3,3,2,3,2,2,2,2
2/16/2026 12:03:56,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,3,2,3,2,2,2,3,3,2,3,1,1,2,4,1,1
2/16/2026 12:04:18,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,3,4,2,1,4,2,3,1,1,4,4,1,4,1,1,3
2/16/2026 12:04:24,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:04:25,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:04:40,Male,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,5,3,4,3,3,2,4,1,5,1,1,1,3,1,1,2,5,1
2/16/2026 12:04:40,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:04:41,Female,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 1,,1,3,2,4,4,2,3,1,5,3,3,2,1,1,2,1,3,5
2/16/2026 12:04:42,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,3,3,3,4,2,2,2,4,3,3,3,2,2,3,1,1,1
2/16/2026 12:04:47,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,4,5,4,3,3,3,1,5,3,3,2,2,2,1,5,5,3
2/16/2026 12:04:49,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,4,4,3,3,3,3,3,3,3,3,1,1,2,3,5,1
2/16/2026 12:04:49,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,4,3,3,5,2,3,3,5,2,3,3,3,1,1,2,4,3,4
2/16/2026 12:04:51,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,2,5,3,2,3,3,4,1,3,4,1,1,1,4,4,3
2/16/2026 12:04:52,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:05:04,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,5,4,4,5,3,3,3,4,2,3,3,2,1,1,2,5,4,5
2/16/2026 12:05:07,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,5,4,4,5,1,2,2,2,1,1,2,5,3,2,2,1,3,2
2/16/2026 12:05:07,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,4,3,3,3,1,3,1,5,5,3,3,3,3,1,1,5,5,5
2/16/2026 12:05:09,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,4,5,4,5,2,3,3,4,3,3,4,3,1,1,2,5,4,3
2/16/2026 12:05:12,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,3,3,5,1,1,5,2,1,1,1,3,2,4,2,3,1
2/16/2026 12:05:20,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:05:23,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,1,3,3,3,2,2,3,3,3,3,2,1,1,1,1,1,2,2
2/16/2026 12:05:30,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,3,4,2,3,4,4,2,3,3,3,1,1,1,2,3,3
2/16/2026 12:05:35,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/16/2026 12:05:50,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,3,2,2,3,3,2,5,2,3,2,2,2,3,3,2,5
2/16/2026 12:05:50,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,5,3,3,1,3,3,3,4,3,3,3,1,1,1,5,5,5
2/16/2026 12:05:54,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,3,2,5,5,1,1,4,1,1,1,1,1,1,1,2,3
2/16/2026 12:05:59,Male,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,3,2,1,1,4,2,4,1,3,1,4,1,1,1,1,1,1,3
2/16/2026 12:06:00,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,4,4,5,1,3,3,1,1,3,1,3,1,1,3,3,4,3
2/16/2026 12:06:01,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:06:03,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/16/2026 12:06:04,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,5,4,5,3,1,2,1,5,2,2,1,1,1,3,5,5,5
2/16/2026 12:06:05,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,2,5,1,2,3,3,4,1,1,2,1,1,1,2,2,1
2/16/2026 12:06:05,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,2,3,2,3,2,1,3,1,3,1,3,3,2,2
2/16/2026 12:06:06,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:06:12,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,4,5,2,3,3,1,3,2,3,2,1,1,2,4,4,2
2/16/2026 12:06:13,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,4,4,3,3,3,3,2,4,4,3,3,3,1,1,1,1,1,1
2/16/2026 12:06:13,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,3,3,3,3,1,3,3,2,1,3,3,1,1,3,3,3,3
2/16/2026 12:06:16,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 1,,1,1,1,1,2,2,1,2,5,1,2,1,1,1,2,1,2,2
2/16/2026 12:06:17,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,4,5,5,3,2,2,2,4,3,3,2,3,3,3,4,3,3
2/16/2026 12:06:19,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,4,2,4,2,2,2,4,2,2,3,3,2,2,3,4,3,2
2/16/2026 12:06:19,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,5,4,5,3,4,4,3,3,2,3,3,2,2,3,2,2,2
2/16/2026 12:06:21,Female,• Single,• Once or twice,Dissatisfied,• Yes,• 20–21,• Year 1,,1,3,2,2,4,3,3,2,3,3,2,2,3,2,2,5,5,3
2/16/2026 12:06:26,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,5,5,2,3,2,3,3,2,1,3,1,2,2,4,4,2,2
2/16/2026 12:06:29,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,3,4,4,1,1,3,3,2,1,3,3,1,1,1,2,1,2
2/16/2026 12:06:36,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:06:37,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,3,5,4,2,3,3,3,3,2,2,2,3,3,3,3,3
2/16/2026 12:06:39,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,3,4,3,2,3,5,3,3,3,4,1,1,2,5,3,4
2/16/2026 12:06:40,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,5,5,5,3,3,3,3,4,2,2,1,2,1,2,5,2,1
2/16/2026 12:06:41,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,1,2,3,3,4,3,3,3,4,3,2,2,3,2,2,4,3,4
2/16/2026 12:06:43,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,2,2,4,3,1,1,4,4,2,2,4,3,3,3,4,3,5
2/16/2026 12:06:46,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,3,1,1,1,1,1,3,1,2,2,1,1,3,3,4,1
2/16/2026 12:06:46,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,4,5,2,3,1,2,3,1,1,1,1,2,2,3,4,1
2/16/2026 12:06:49,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,2,5,5,1,3,3,3,1,1,3,3,1,1,3,3,3,3
2/16/2026 12:06:50,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,2,3,2,4,3,3,4,3,3,2,2,1,3,4,2,4
2/16/2026 12:06:57,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,3,3,4,2,2,4,3,3,4,3,3,3,3,3,3
2/16/2026 12:06:58,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,2,5,2,3,4,3,3,3,2,2,2,2,3,2,3,2
2/16/2026 12:07:00,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,1,1,2,1,2,3,4,2,3,3,3,3,1,1,3,3,1,3
2/16/2026 12:07:03,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2
2/16/2026 12:07:05,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,3,2,2,4,2,2,2,4,2,1,1,3,2,3,2,4,5
2/16/2026 12:07:11,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,4,4,5,2,3,4,4,3,4,3,4,2,3,3,4,2,4
2/16/2026 12:07:11,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,3,2
2/16/2026 12:07:17,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,1,2,3,1,1,3,3,1,1,1,3,1,1,1,2,2,1
2/16/2026 12:07:18,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,4,1,3,5,3,1,3,1,3,2,1,2,5,3,1,3
2/16/2026 12:07:22,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,1,2,5,2,3,4,1,2,3,1,1,1,1,2,5,5,5
2/16/2026 12:07:22,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,3,5,2,2,4,3,2,3,3,4,2,2,3,3,3,3
2/16/2026 12:07:25,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 1,,3,4,2,3,2,2,3,3,3,2,2,1,1,1,3,5,2,3
2/16/2026 12:07:26,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,5,5,3,2,2,2,4,2,1,1,4,3,1,1,1,3
2/16/2026 12:07:27,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,4,3,2,1,2,3,3,2,2,3,3,2,2,2,3,2,3
2/16/2026 12:07:36,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,3,4,3,3,3,3,2,2,1,2,1,2,3,2,3,2
2/16/2026 12:07:36,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,2,4,3,3,2,5,1,1,5,1,4,1,4,3,4,1,2,3
2/16/2026 12:07:37,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,5,5,5,1,4,4,3,3,3,3,2,2,2,2,4,4,4
2/16/2026 12:07:39,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,2,4,3,3,3,2,5,3,3,2,2,2,3,1,4,3
2/16/2026 12:07:41,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,1,3,5,4,3,4,3,5,5,3,1,1,1,3,2,3,3
2/16/2026 12:07:42,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,2,2,3,3,3,2,3,2,3,1,3,3,4,1,1,1
2/16/2026 12:07:49,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,4,5,4,3,2,3,4,2,4,4,3,2,2,2,3,3,4,3
2/16/2026 12:07:51,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,3,5,4,3,2,3,3,3,3,1,1,1,3,3,2,2
2/16/2026 12:07:51,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,5,2,3,2,2,4,3,3,3,3,3,1,2,3,3,3,3
2/16/2026 12:07:53,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,3,4,5,2,1,4,3,2,3,3,2,1,1,1,4,4,3
2/16/2026 12:07:57,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,4,4,5,4,3,2,3,3,4,2,2,2,3,3,3,3,2,3
2/16/2026 12:08:02,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,4,4,2,2,2,2,3,2,2,1,1,1,2,2,2,1
2/16/2026 12:08:04,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:08:10,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,3,5,3,3,4,2,4,3,3,2,3,3,3,1,2,4
2/16/2026 12:08:11,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,3,5,3,3,4,2,4,3,3,2,3,3,3,1,2,4
2/16/2026 12:08:13,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,3,4,2,2,3,2,4,3,3,2,2,2,3,3,2,2
2/16/2026 12:08:17,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,3,4,4,2,2,3,3,3,3,2,2,2,3,4,3,3
2/16/2026 12:08:20,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,2
2/16/2026 12:08:24,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,3,2,3,2,3,3,3,2,2,3,3,2,2,2,3,2
2/16/2026 12:08:29,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,4,3,4,2,3,3,3,2,3,3,2,2,1,2,3,3,3
2/16/2026 12:08:29,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,4,2,2,2,1,2,1,2,2,2,2,2,3,4
2/16/2026 12:08:30,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,2,5,4,4,4,4,4,1,2,1,3,3,4,3,3,3
2/16/2026 12:08:34,Male,• Single,• Never,Very satisfied,• No,• 20–21,• Year 1,,1,1,1,1,5,3,3,3,4,3,3,3,1,1,3,3,3,1
2/16/2026 12:08:39,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:08:48,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3
2/16/2026 12:08:49,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:08:50,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,3,4,2,3,4,5,3,3,4,4,2,2,2,2,3,3
2/16/2026 12:08:51,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,4,2,2,3,3,4,4,2,3,2,2,1,3,3,3,4
2/16/2026 12:08:52,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2026 12:09:06,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,2,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3
2/16/2026 12:09:06,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,5,4,5,2,3,3,3,2,2,3,2,2,2,3,4,3,3
2/16/2026 12:09:10,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,5,5,4,4,2,1,2,4,2,3,3,3,2,1,1,3,5,5
2/16/2026 12:09:15,Female,• Single,• Never,Very satisfied,• No,• 20–21,• Year 1,,2,5,4,5,3,4,5,5,1,3,3,3,2,2,3,1,4,3
2/16/2026 12:09:16,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,3,3,4,5,2,3,4,2,2,3,3,3,3,3,4,2,4,3
2/16/2026 12:09:17,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,3,3,1,1,3,5,1,1,1,1,1,3,1,1,3
2/16/2026 12:09:18,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,1,3,3,5,2,2,3,2,3,1,1,1,1,1,3,1,1,2
